customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary
4870-ENWZL,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.95,173.08,No,0
1506-FCTZO,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.56,768.71,Yes,1
2591-AZICE,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.78,577.33,No,0
3297-RXHRB,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.12,530.46,No,0
1090-BYPUA,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.87,2675.51,Yes,1
1200-WCENP,Male,1,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.3,274.56,No,0
3059-LRLJB,Male,1,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.45,7246.6,No,0
5066-UQXDA,Female,1,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.15,346.08,No,0
5932-EPXIO,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.66,845.97,Yes,1
7134-DXFVR,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.46,277.09,No,0
2268-SFPYY,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.19,527.09,Yes,1
8840-MOHXM,Female,1,No,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,50.39,311.15,Yes,1
7943-JTFTB,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.81,204.87,Yes,1
1943-JMSJA,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.5,2201.31,Yes,1
3928-LOQGP,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,385.62,No,0
6683-UNVFS,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.83,208.54,Yes,1
1412-CWMQP,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.73,75.73,No,0
7253-GEBWF,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.89,2101.2,Yes,1
6175-LEKCE,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),100.28,1913.81,No,0
2257-VOYLF,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,63.73,3497.73,Yes,1
6476-YNAHY,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.4,2938.03,No,0
5664-YNAWT,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),101.21,2603.45,Yes,1
7436-ZFXGZ,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.92,5354.47,Yes,1
2722-OUCBW,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.17,2799.28,No,0
1543-PYPMK,Male,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),91.95,2713.94,Yes,1
6742-ONDRT,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.53,3105.58,Yes,1
7378-BSSEW,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.89,459.75,Yes,1
5714-MSNOI,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.14,773.91,No,0
9349-ZDTAJ,Male,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,92.95,260.2,Yes,1
9729-EJFSM,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,118.75,6079.37,No,0
6337-YNTCF,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,84.2,1995.1,No,0
9520-WRJFW,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,84.39,917.18,No,0
8066-GPQMY,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,64.21,720.64,No,0
2116-GCSQZ,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.12,907.96,No,0
5880-DLCRR,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.16,98.16,No,0
8717-IIBKM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.11,56.04,No,0
7789-TDHNI,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),117.28,431.65,No,0
1229-VTNIV,Female,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.95,835.48,Yes,1
1317-LUYGQ,Female,0,No,No,58,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,70.94,4120.24,No,0
2706-DJXRM,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,108.11,6649.08,Yes,1
3545-DHDER,Male,0,No,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.68,2998.38,No,0
2194-BOHLD,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.61,270.75,No,0
2889-LRKON,Female,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.55,539.71,No,0
3419-HLARP,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.0,191.9,Yes,1
3754-JIQTC,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.23,3386.35,Yes,1
4719-ALGIL,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.03,4951.55,Yes,1
3913-KTVAJ,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.02,6284.5,Yes,1
8621-NFPDA,Female,0,No,No,34,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,74.19,2551.96,No,0
6691-NTIWK,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),77.25,3477.23,No,0
7641-CCUVY,Male,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.42,1010.01,Yes,1
3921-AZPGT,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,60.38,4078.21,No,0
9134-HUUNQ,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.38,250.38,No,0
3425-YZZTB,Male,1,No,No,15,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,79.09,1205.26,No,0
4297-LYOND,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.99,1620.07,No,0
8142-ICZEA,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.75,847.02,Yes,1
1700-LCVNI,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,83.89,2267.48,No,0
1028-MDZHM,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,106.29,731.02,No,0
1167-DFBSY,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),98.14,3025.05,No,0
9867-GUNBC,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,73.1,2699.58,No,0
5929-LAYSN,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,76.49,39.11,Yes,1
9881-ZZGWN,Female,0,Yes,Yes,54,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,53.02,2833.87,No,0
7533-WELDH,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.13,1049.02,No,0
4721-WWKIN,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.39,4071.33,Yes,1
9205-ZFESH,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.73,3830.82,Yes,1
2797-AKKOF,Male,0,Yes,Yes,46,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),69.6,3234.76,Yes,1
7428-RMENR,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),98.5,5920.2,No,0
4354-GNJKJ,Female,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.69,1137.62,No,0
3730-SLMQJ,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.69,156.81,Yes,1
1909-WBOGF,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,98.97,852.36,Yes,1
1377-XLITB,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.84,3718.08,Yes,1
6080-MODYG,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.3,2047.99,Yes,1
7105-TIDHU,Male,1,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,90.19,5716.68,No,0
9157-YFPDS,Male,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,81.25,5251.86,No,0
4742-SRZMI,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.39,224.15,No,0
5740-ECNVN,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),84.17,858.38,No,0
8036-ELPJA,Male,0,No,Yes,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,83.29,2749.67,No,0
1660-YPGGB,Female,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,83.87,4592.29,No,0
9502-CTGIH,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,93.1,4434.06,Yes,1
8419-AJHHF,Female,1,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.94,6233.03,No,0
9211-JKKZI,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.75,357.63,Yes,1
4074-IICPA,Male,1,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),109.11,7388.74,No,0
3033-FHTPZ,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),88.52,516.25,No,0
4160-YBNUN,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),74.73,1286.34,No,0
9398-IAUBT,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,55.07,118.86,No,0
7600-VMXEL,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.75,204.49,No,0
2096-TSUTI,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.28,1678.33,No,0
1612-YMCYZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.84,35.41,No,0
5009-UACHR,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.65,1269.24,No,0
2200-ARUTU,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,65.86,1745.88,No,0
8224-PNWJC,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.11,1213.03,Yes,1
7766-HZKWB,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),81.66,5208.05,No,0
6932-LMGZK,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,72.97,588.0,Yes,1
8653-LBWEH,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.2,200.17,Yes,1
8749-XXLTI,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.17,663.99,No,0
7662-NBKMG,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,78.09,3736.82,Yes,1
4369-NBDTJ,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.48,253.47,No,0
6474-OOKMV,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.51,290.03,Yes,1
9684-GRZAU,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.39,206.1,No,0
5470-ZPVED,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.93,3934.06,Yes,1
9338-NOEFV,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,78.75,608.41,No,0
3729-PIGEY,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.01,554.56,No,0
9459-CJOJS,Male,1,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.96,836.69,Yes,1
3341-BIPEV,Male,0,No,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.68,4647.41,Yes,1
1110-BNNHG,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.76,5069.99,No,0
1628-RJDKY,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.35,5520.34,No,0
3350-XGEGI,Male,1,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.92,197.36,Yes,1
2085-PISML,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,110.77,4296.71,Yes,1
5238-ESCSZ,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.55,280.34,No,0
7875-LIWGM,Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,66.02,721.76,Yes,1
7937-XXCXC,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1404.62,Yes,1
6259-YRYII,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,82.97,425.9,No,0
3935-JRLTK,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,157.24,No,0
3769-EOXWG,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.4,247.92,No,0
5298-SPBPB,Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.27,229.0,Yes,1
2048-QCIPR,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.18,294.7,No,0
5011-CUYXT,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.86,28.5,No,0
4619-WMDWI,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,80.44,925.95,No,0
9447-JWNMH,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,68.35,1181.1,No,0
8520-BMJOG,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.54,2199.06,No,0
6980-KEFSG,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.59,151.4,No,0
3764-QIKGI,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.25,972.08,No,0
7234-NZUAJ,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,76.17,3072.32,No,0
3608-PGZHN,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.05,169.62,Yes,1
2106-XXUJB,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.86,6625.43,No,0
7397-LZSOZ,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.86,663.92,Yes,1
8203-LACLO,Female,1,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),70.7,4588.99,No,0
1271-DSTAN,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.59,600.31,No,0
1728-SVWPQ,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,82.73,4813.45,No,0
9338-PLTPV,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.42,18.8,Yes,1
5721-WBACO,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.96,1258.99,Yes,1
7380-FEWTQ,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.05,1892.98,Yes,1
5394-KAEXI,Female,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.39,4083.19,Yes,1
7340-SIFRC,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,61.83,4203.73,Yes,1
5452-XSTCF,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.06,1387.47,No,0
3475-HFZES,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,87.63,3019.01,No,0
6280-PFHPH,Female,0,No,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.58,72.23,No,0
7246-BBSQB,Male,1,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.47,348.97,Yes,1
9090-AYSZY,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.79,310.88,Yes,1
3817-TFMGM,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.25,1617.06,No,0
8850-LCIUN,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.77,1436.62,No,0
6041-LHPQX,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.05,463.07,Yes,1
6559-ZVCKK,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.63,219.81,No,0
1027-ETJDH,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.2,698.13,No,0
3472-ECTVM,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.0,692.23,No,0
6538-XVAYB,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,89.06,646.29,No,0
1239-KTCHG,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.85,869.2,Yes,1
4576-ZIFDF,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,76.13,2869.14,No,0
2198-OKMVP,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),62.02,3580.88,No,0
2396-JIVHD,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.6,2370.91,Yes,1
7623-LCRFW,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.72,183.06,Yes,1
8491-JOOQB,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,98.51,3225.97,Yes,1
3923-ESBNS,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,84.61,3273.56,Yes,1
9534-HASAB,Female,1,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.6,1209.26,Yes,1
